"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV3349","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus"
"ASV3388","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum"
"ASV3393","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV3394","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV3395","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV3397","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV3399","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV3416","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Unclassified_Elsterales","Unclassified_Elsterales"
"ASV3426","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Unclassified_Elsterales","Unclassified_Elsterales"
"ASV3446","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Unclassified_Elsterales","Unclassified_Elsterales"
"ASV3453","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Unclassified_Elsterales","Unclassified_Elsterales"
"ASV3477","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Unclassified_Elsterales","Unclassified_Elsterales"
"ASV3538","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Unclassified_Ferrovibrionales","Unclassified_Ferrovibrionales"
"ASV3544","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Unclassified_Ferrovibrionales","Unclassified_Ferrovibrionales"
"ASV3549","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Unclassified_Ferrovibrionales","Unclassified_Ferrovibrionales"
"ASV3564","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV3568","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV3574","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV3577","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV3585","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV5232","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter"
"ASV5286","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Unclassified_Paracaedibacteraceae"
"ASV5309","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Finniella"
"ASV5371","Bacteria","Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria","Unclassified_Proteobacteria"
"ASV5381","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"ASV5422","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5430","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5444","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5467","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5470","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5602","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5666","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5699","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV5771","Bacteria","SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"ASV5776","Bacteria","SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"ASV5801","Bacteria","SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"ASV5811","Bacteria","SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"ASV5812","Bacteria","SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"ASV6050","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Ga0074140"
"ASV6232","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","Unclassified_cvE6"
"ASV6275","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","Unclassified_cvE6"
"ASV6324","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","Unclassified_cvE6"
"ASV6325","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","Unclassified_cvE6"
"ASV6459","Bacteria","Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota"
"ASV6496","Bacteria","MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15"
"ASV6610","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6634","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6636","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6637","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6640","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6660","Bacteria","Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota"
"ASV6672","Bacteria","MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15"
"ASV6690","Bacteria","Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota","Unclassified_Desulfobacterota"
"ASV6718","Bacteria","MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15"
"ASV6721","Bacteria","MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15","Unclassified_MBNT15"
"ASV6742","Bacteria","NKB15","Unclassified_NKB15","Unclassified_NKB15","Unclassified_NKB15","Unclassified_NKB15"
"ASV6783","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV6789","Bacteria","Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota"
"ASV6807","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV6810","Bacteria","Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota","Unclassified_Myxococcota"
"ASV6822","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV6827","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV6841","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV6979","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Byssovorax"
"ASV7030","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter"
"ASV7079","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV7083","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV7132","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV7144","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV7147","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV7244","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7268","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7278","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7283","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7304","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7311","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","Unclassified_BIrii41"
"ASV7432","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Unclassified_Sandaracinaceae"
"ASV7445","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Unclassified_Sandaracinaceae"
"ASV7564","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7577","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7605","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7713","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7804","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7817","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7835","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV7899","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV7925","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV7961","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV7968","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV8013","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium"
"ASV8025","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Unclassified_Myxococcaceae"
"ASV8027","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Unclassified_Myxococcaceae"
"ASV8127","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV8136","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV8223","Bacteria","Myxococcota","Polyangia","Blfdi19","Unclassified_Blfdi19","Unclassified_Blfdi19"
"ASV8296","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8297","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8317","Bacteria","RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54"
"ASV8320","Bacteria","RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54"
"ASV8331","Bacteria","RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54","Unclassified_RCP2-54"
"ASV8341","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8356","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8360","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8362","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8364","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8365","Bacteria","Myxococcota","bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25","Unclassified_bacteriap25"
"ASV8466","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"ASV8477","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"ASV8552","Bacteria","Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria"
"ASV8572","Bacteria","Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria"
"ASV8619","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Unclassified_Fibrobacteraceae"
"ASV8624","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04"
"ASV8659","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV8661","Bacteria","Firmicutes","Unclassified_Firmicutes","Unclassified_Firmicutes","Unclassified_Firmicutes","Unclassified_Firmicutes"
"ASV8669","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV8685","Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria","Unclassified_Bacteria"
"ASV8704","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8705","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8718","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8719","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8731","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8755","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8787","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"ASV8870","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV8873","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV8877","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV8885","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV8889","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV8909","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV8910","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV8911","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV8912","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV8914","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"ASV8921","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade"
"ASV8924","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade"
"ASV8927","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8935","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8938","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8940","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8941","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8942","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV8959","Bacteria","Actinobacteriota","Actinobacteria","Unclassified_Actinobacteria","Unclassified_Actinobacteria","Unclassified_Actinobacteria"
"ASV8978","Bacteria","Actinobacteriota","Actinobacteria","PeM15","Unclassified_PeM15","Unclassified_PeM15"
"ASV9007","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Unclassified_Pseudonocardiaceae"
"ASV9014","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Unclassified_Frankiales","Unclassified_Frankiales"
"ASV9018","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9020","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9027","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9029","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9032","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9034","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9037","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Unclassified_Sporichthyaceae"
"ASV9042","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
