"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV33792","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV33808","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33813","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33818","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33820","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33823","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33825","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33826","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33836","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV33869","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33873","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33883","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33885","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33888","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33889","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33898","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33907","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33909","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33910","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33911","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33912","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33913","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33920","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33923","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33924","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33929","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33944","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33945","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33948","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33961","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33963","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33964","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33967","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33972","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33977","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33978","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33980","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33981","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33993","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33994","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33996","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33997","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV33998","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34002","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34004","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34007","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34008","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34011","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34012","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34015","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34027","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34029","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34031","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34035","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34044","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34045","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34054","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34058","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34108","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34110","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34117","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34149","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"ASV34155","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207"
"ASV34159","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34161","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34173","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34179","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34182","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34183","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34185","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34187","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Unclassified_Microtrichaceae"
"ASV34210","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV34211","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV34217","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"ASV34248","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34251","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34288","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34296","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34310","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34317","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34338","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34354","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Unclassified_Ilumatobacteraceae"
"ASV34362","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Unclassified_Ilumatobacteraceae"
"ASV34372","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34375","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34379","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34403","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34419","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34447","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34449","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34450","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34451","Bacteria","Actinobacteriota","Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia","Unclassified_Acidimicrobiia"
"ASV34471","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34473","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34479","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34480","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34485","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34489","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV34536","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Unclassified_Acidimicrobiaceae"
"ASV34581","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34582","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34583","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34585","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34586","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34628","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34629","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34630","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34657","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","Unclassified_IMCC26256","Unclassified_IMCC26256"
"ASV34740","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34742","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34812","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34813","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34815","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34823","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34827","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34832","Bacteria","Actinobacteriota","Actinobacteria","FFCH16263","Unclassified_FFCH16263","Unclassified_FFCH16263"
"ASV34841","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34844","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34845","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34851","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34855","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34856","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34857","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34861","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34863","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34866","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34867","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34869","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34871","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34882","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34884","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34888","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34906","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34907","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34908","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34915","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34916","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34917","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34918","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34919","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34921","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34930","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34935","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34936","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34937","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34942","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34943","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34944","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34946","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34947","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34954","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34957","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34968","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34974","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34977","Bacteria","Actinobacteriota","MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108","Unclassified_MB-A2-108"
"ASV34990","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"ASV34991","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"ASV34992","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"ASV34999","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35001","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35002","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35003","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35004","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35011","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"ASV35186","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Limnoluna"
"ASV35187","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35188","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Limnoluna"
"ASV35189","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35190","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna"
"ASV35191","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna"
"ASV35192","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna"
"ASV35194","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35195","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35196","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35197","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"ASV35201","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Planktoluna"
"ASV35205","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Planktoluna"
"ASV35209","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Rathayibacter"
"ASV35219","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"ASV35221","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"ASV35223","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"ASV35233","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans"
"ASV35235","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"ASV35239","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter"
"ASV35240","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter"
"ASV35241","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Pseudoclavibacter"
"ASV35242","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"ASV35243","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"ASV35244","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Marisediminicola"
"ASV35245","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35247","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35249","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux"
"ASV35251","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"ASV35252","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"ASV35253","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux"
"ASV35256","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35257","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35261","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35263","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium"
"ASV35264","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium"
"ASV35265","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium"
"ASV35266","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35268","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium"
"ASV35269","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Frigoribacterium"
"ASV35270","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35273","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Parafrigoribacterium"
"ASV35274","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35275","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35276","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35277","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35279","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ASV35280","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Unclassified_Microbacteriaceae"
"ASV35281","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Subtercola"
